pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional,length,traversal_time,stair_count,max_slope,min_width,signposted_as,reversed_signposted_as
IDFM:StopPlaceEntrance:50148257:463238,IDFM:StopPlaceEntrance:50148257,IDFM:463238,1,1,35.96,45,,,,,
IDFM:StopPlaceEntrance:50147951:22116,IDFM:StopPlaceEntrance:50147951,IDFM:22116,1,1,31.85,40,,,,,
IDFM:StopPlaceEntrance:50147951:463243,IDFM:StopPlaceEntrance:50147951,IDFM:463243,1,1,32.2,41,,,,,
IDFM:StopPlaceEntrance:50171135:monomodalStopPlace:45453,IDFM:StopPlaceEntrance:50171135,IDFM:monomodalStopPlace:45453,1,1,81.99,104,,,,,
IDFM:StopPlaceEntrance:50170903:monomodalStopPlace:45453,IDFM:StopPlaceEntrance:50170903,IDFM:monomodalStopPlace:45453,1,1,37.34,47,,,,,
IDFM:StopPlaceEntrance:50171329:monomodalStopPlace:45453,IDFM:StopPlaceEntrance:50171329,IDFM:monomodalStopPlace:45453,1,1,56.63,72,,,,,
IDFM:StopPlaceEntrance:50170219:monomodalStopPlace:45453,IDFM:StopPlaceEntrance:50170219,IDFM:monomodalStopPlace:45453,1,1,61.13,77,,,,,
IDFM:StopPlaceEntrance:50170274:monomodalStopPlace:45447,IDFM:StopPlaceEntrance:50170274,IDFM:monomodalStopPlace:45447,1,1,110.02,140,,,,,
IDFM:StopPlaceEntrance:50170275:monomodalStopPlace:45447,IDFM:StopPlaceEntrance:50170275,IDFM:monomodalStopPlace:45447,1,1,118.37,150,,,,,
IDFM:StopPlaceEntrance:50148465:22053,IDFM:StopPlaceEntrance:50148465,IDFM:22053,1,1,14.41,18,,,,,
IDFM:StopPlaceEntrance:50148465:463236,IDFM:StopPlaceEntrance:50148465,IDFM:463236,1,1,20.17,25,,,,,
IDFM:StopPlaceEntrance:50148358:21975,IDFM:StopPlaceEntrance:50148358,IDFM:21975,1,1,31.92,40,,,,,
IDFM:StopPlaceEntrance:50148358:463237,IDFM:StopPlaceEntrance:50148358,IDFM:463237,1,1,37.43,47,,,,,
IDFM:StopPlaceEntrance:50148357:463237,IDFM:StopPlaceEntrance:50148357,IDFM:463237,1,1,19.05,24,,,,,
IDFM:StopPlaceEntrance:50148357:21975,IDFM:StopPlaceEntrance:50148357,IDFM:21975,1,1,21.38,27,,,,,
IDFM:21975:StopPlaceEntrance:50148356,IDFM:21975,IDFM:StopPlaceEntrance:50148356,1,0,26.02,33,,,,,
IDFM:463237:StopPlaceEntrance:50148356,IDFM:463237,IDFM:StopPlaceEntrance:50148356,1,0,35.93,45,,,,,
IDFM:StopPlaceEntrance:50170861:monomodalStopPlace:45437,IDFM:StopPlaceEntrance:50170861,IDFM:monomodalStopPlace:45437,1,1,134.71,171,,,,,
IDFM:StopPlaceEntrance:50170043:monomodalStopPlace:45437,IDFM:StopPlaceEntrance:50170043,IDFM:monomodalStopPlace:45437,1,1,120.84,153,,,,,
IDFM:StopPlaceEntrance:50170045:monomodalStopPlace:45437,IDFM:StopPlaceEntrance:50170045,IDFM:monomodalStopPlace:45437,1,1,149.28,190,,,,,
IDFM:StopPlaceEntrance:50148389:21982,IDFM:StopPlaceEntrance:50148389,IDFM:21982,1,1,11.39,14,,,,,
IDFM:StopPlaceEntrance:50148390:21982,IDFM:StopPlaceEntrance:50148390,IDFM:21982,1,1,42.64,54,,,,,
IDFM:StopPlaceEntrance:50148024:22165,IDFM:StopPlaceEntrance:50148024,IDFM:22165,1,1,12.08,15,,,,,
IDFM:StopPlaceEntrance:50148024:463101,IDFM:StopPlaceEntrance:50148024,IDFM:463101,1,1,27.23,34,,,,,
IDFM:StopPlaceEntrance:50148023:22165,IDFM:StopPlaceEntrance:50148023,IDFM:22165,1,1,26.92,34,,,,,
IDFM:StopPlaceEntrance:50148023:463101,IDFM:StopPlaceEntrance:50148023,IDFM:463101,1,1,28.45,36,,,,,
IDFM:StopPlaceEntrance:50171273:monomodalStopPlace:45419,IDFM:StopPlaceEntrance:50171273,IDFM:monomodalStopPlace:45419,1,1,74.95,95,,,,,
IDFM:StopPlaceEntrance:50171170:monomodalStopPlace:45419,IDFM:StopPlaceEntrance:50171170,IDFM:monomodalStopPlace:45419,1,1,79.97,101,,,,,
IDFM:StopPlaceEntrance:50171284:monomodalStopPlace:46731,IDFM:StopPlaceEntrance:50171284,IDFM:monomodalStopPlace:46731,1,1,108.19,137,,,,,
IDFM:StopPlaceEntrance:50171285:monomodalStopPlace:46731,IDFM:StopPlaceEntrance:50171285,IDFM:monomodalStopPlace:46731,1,1,108.58,138,,,,,
IDFM:StopPlaceEntrance:50171258:monomodalStopPlace:46736,IDFM:StopPlaceEntrance:50171258,IDFM:monomodalStopPlace:46736,1,1,39.48,50,,,,,
IDFM:StopPlaceEntrance:50171258:470808,IDFM:StopPlaceEntrance:50171258,IDFM:470808,1,1,56.94,72,,,,,
IDFM:StopPlaceEntrance:50171258:472648,IDFM:StopPlaceEntrance:50171258,IDFM:472648,1,1,69.25,88,,,,,
IDFM:StopPlaceEntrance:50171259:monomodalStopPlace:46736,IDFM:StopPlaceEntrance:50171259,IDFM:monomodalStopPlace:46736,1,1,12.38,15,,,,,
IDFM:StopPlaceEntrance:50171259:470808,IDFM:StopPlaceEntrance:50171259,IDFM:470808,1,1,26.02,33,,,,,
IDFM:StopPlaceEntrance:50171259:472648,IDFM:StopPlaceEntrance:50171259,IDFM:472648,1,1,39.36,50,,,,,
IDFM:StopPlaceEntrance:50171260:470808,IDFM:StopPlaceEntrance:50171260,IDFM:470808,1,1,12.99,16,,,,,
IDFM:StopPlaceEntrance:50171260:472648,IDFM:StopPlaceEntrance:50171260,IDFM:472648,1,1,17.98,22,,,,,
IDFM:StopPlaceEntrance:50171260:monomodalStopPlace:46736,IDFM:StopPlaceEntrance:50171260,IDFM:monomodalStopPlace:46736,1,1,27.1,34,,,,,
IDFM:StopPlaceEntrance:50147764:462973,IDFM:StopPlaceEntrance:50147764,IDFM:462973,1,1,130.36,166,,,,,
IDFM:StopPlaceEntrance:50147764:22052,IDFM:StopPlaceEntrance:50147764,IDFM:22052,1,1,130.88,166,,,,,
IDFM:StopPlaceEntrance:50147764:22132,IDFM:StopPlaceEntrance:50147764,IDFM:22132,1,1,149.89,190,,,,,
IDFM:StopPlaceEntrance:50147764:462974,IDFM:StopPlaceEntrance:50147764,IDFM:462974,1,1,159.84,203,,,,,
IDFM:StopPlaceEntrance:50147761:462974,IDFM:StopPlaceEntrance:50147761,IDFM:462974,1,1,73.74,93,,,,,
IDFM:StopPlaceEntrance:50147761:22132,IDFM:StopPlaceEntrance:50147761,IDFM:22132,1,1,76.52,97,,,,,
IDFM:StopPlaceEntrance:50147761:22052,IDFM:StopPlaceEntrance:50147761,IDFM:22052,1,1,102.82,130,,,,,
IDFM:StopPlaceEntrance:50147761:462973,IDFM:StopPlaceEntrance:50147761,IDFM:462973,1,1,113.7,144,,,,,
IDFM:22132:StopPlaceEntrance:50147760,IDFM:22132,IDFM:StopPlaceEntrance:50147760,1,0,156.02,198,,,,,
IDFM:462974:StopPlaceEntrance:50147760,IDFM:462974,IDFM:StopPlaceEntrance:50147760,1,0,156.15,198,,,,,
IDFM:22052:StopPlaceEntrance:50147760,IDFM:22052,IDFM:StopPlaceEntrance:50147760,1,0,176.76,225,,,,,
IDFM:462973:StopPlaceEntrance:50147760,IDFM:462973,IDFM:StopPlaceEntrance:50147760,1,0,187.64,239,,,,,
IDFM:StopPlaceEntrance:50147763:462973,IDFM:StopPlaceEntrance:50147763,IDFM:462973,1,1,149.28,190,,,,,
IDFM:StopPlaceEntrance:50147763:22052,IDFM:StopPlaceEntrance:50147763,IDFM:22052,1,1,149.72,190,,,,,
IDFM:StopPlaceEntrance:50147763:22132,IDFM:StopPlaceEntrance:50147763,IDFM:22132,1,1,168.27,214,,,,,
IDFM:StopPlaceEntrance:50147763:462974,IDFM:StopPlaceEntrance:50147763,IDFM:462974,1,1,178.2,227,,,,,
IDFM:StopPlaceEntrance:50147762:22132,IDFM:StopPlaceEntrance:50147762,IDFM:22132,1,1,71,90,,,,,
IDFM:StopPlaceEntrance:50147762:462974,IDFM:StopPlaceEntrance:50147762,IDFM:462974,1,1,71.56,91,,,,,
IDFM:StopPlaceEntrance:50147762:22052,IDFM:StopPlaceEntrance:50147762,IDFM:22052,1,1,92.87,118,,,,,
IDFM:StopPlaceEntrance:50147762:462973,IDFM:StopPlaceEntrance:50147762,IDFM:462973,1,1,103.89,132,,,,,
IDFM:StopPlaceEntrance:50148332:463215,IDFM:StopPlaceEntrance:50148332,IDFM:463215,1,1,18.65,23,,,,,
IDFM:StopPlaceEntrance:50148332:21936,IDFM:StopPlaceEntrance:50148332,IDFM:21936,1,1,26.92,34,,,,,
IDFM:StopPlaceEntrance:50148331:21936,IDFM:StopPlaceEntrance:50148331,IDFM:21936,1,1,23.83,30,,,,,
IDFM:StopPlaceEntrance:50148331:463215,IDFM:StopPlaceEntrance:50148331,IDFM:463215,1,1,32.06,40,,,,,
IDFM:StopPlaceEntrance:50148330:463215,IDFM:StopPlaceEntrance:50148330,IDFM:463215,1,1,13.54,17,,,,,
IDFM:StopPlaceEntrance:50148330:21936,IDFM:StopPlaceEntrance:50148330,IDFM:21936,1,1,22.13,28,,,,,
IDFM:StopPlaceEntrance:50148227:22216,IDFM:StopPlaceEntrance:50148227,IDFM:22216,1,1,149.73,190,,,,,
IDFM:StopPlaceEntrance:50148227:463015,IDFM:StopPlaceEntrance:50148227,IDFM:463015,1,1,150.34,191,,,,,
IDFM:StopPlaceEntrance:50148226:22216,IDFM:StopPlaceEntrance:50148226,IDFM:22216,1,1,153,194,,,,,
IDFM:StopPlaceEntrance:50148226:463015,IDFM:StopPlaceEntrance:50148226,IDFM:463015,1,1,158.22,201,,,,,
IDFM:StopPlaceEntrance:50148225:22216,IDFM:StopPlaceEntrance:50148225,IDFM:22216,1,1,90.49,115,,,,,
IDFM:StopPlaceEntrance:50148225:463015,IDFM:StopPlaceEntrance:50148225,IDFM:463015,1,1,93.09,118,,,,,
IDFM:StopPlaceEntrance:50148224:463015,IDFM:StopPlaceEntrance:50148224,IDFM:463015,1,1,84.09,107,,,,,
IDFM:StopPlaceEntrance:50148224:22216,IDFM:StopPlaceEntrance:50148224,IDFM:22216,1,1,89.66,114,,,,,
IDFM:StopPlaceEntrance:50148223:463225,IDFM:StopPlaceEntrance:50148223,IDFM:463225,1,1,26.26,33,,,,,
IDFM:StopPlaceEntrance:50148223:22215,IDFM:StopPlaceEntrance:50148223,IDFM:22215,1,1,30.27,38,,,,,
IDFM:StopPlaceEntrance:50148222:22215,IDFM:StopPlaceEntrance:50148222,IDFM:22215,1,1,21.78,27,,,,,
IDFM:StopPlaceEntrance:50148222:463225,IDFM:StopPlaceEntrance:50148222,IDFM:463225,1,1,28.67,36,,,,,
IDFM:StopPlaceEntrance:50148470:463214,IDFM:StopPlaceEntrance:50148470,IDFM:463214,1,1,27.33,34,,,,,
IDFM:StopPlaceEntrance:50148470:22236,IDFM:StopPlaceEntrance:50148470,IDFM:22236,1,1,29.95,38,,,,,
IDFM:StopPlaceEntrance:50148421:21999,IDFM:StopPlaceEntrance:50148421,IDFM:21999,1,1,14.83,18,,,,,
IDFM:StopPlaceEntrance:50148421:463223,IDFM:StopPlaceEntrance:50148421,IDFM:463223,1,1,17.74,22,,,,,
IDFM:StopPlaceEntrance:50148420:463223,IDFM:StopPlaceEntrance:50148420,IDFM:463223,1,1,5.26,6,,,,,
IDFM:StopPlaceEntrance:50148420:21999,IDFM:StopPlaceEntrance:50148420,IDFM:21999,1,1,12.71,16,,,,,
IDFM:StopPlaceEntrance:50148128:22385,IDFM:StopPlaceEntrance:50148128,IDFM:22385,1,1,94.53,120,,,,,
IDFM:StopPlaceEntrance:50148128:463224,IDFM:StopPlaceEntrance:50148128,IDFM:463224,1,1,96.01,122,,,,,
IDFM:StopPlaceEntrance:50148128:490841,IDFM:StopPlaceEntrance:50148128,IDFM:490841,1,1,204.36,260,,,,,
IDFM:StopPlaceEntrance:50148128:490848,IDFM:StopPlaceEntrance:50148128,IDFM:490848,1,1,207.28,264,,,,,
IDFM:StopPlaceEntrance:50148127:463224,IDFM:StopPlaceEntrance:50148127,IDFM:463224,1,1,79.91,101,,,,,
IDFM:StopPlaceEntrance:50148127:22385,IDFM:StopPlaceEntrance:50148127,IDFM:22385,1,1,81.4,103,,,,,
IDFM:StopPlaceEntrance:50148127:490841,IDFM:StopPlaceEntrance:50148127,IDFM:490841,1,1,190.95,243,,,,,
IDFM:StopPlaceEntrance:50148127:490848,IDFM:StopPlaceEntrance:50148127,IDFM:490848,1,1,194.48,247,,,,,
IDFM:StopPlaceEntrance:50148126:490841,IDFM:StopPlaceEntrance:50148126,IDFM:490841,1,1,51.68,65,,,,,
IDFM:StopPlaceEntrance:50148126:490848,IDFM:StopPlaceEntrance:50148126,IDFM:490848,1,1,56.51,71,,,,,
IDFM:StopPlaceEntrance:50148126:463224,IDFM:StopPlaceEntrance:50148126,IDFM:463224,1,1,66.04,84,,,,,
IDFM:StopPlaceEntrance:50148126:22385,IDFM:StopPlaceEntrance:50148126,IDFM:22385,1,1,68.36,87,,,,,
IDFM:StopPlaceEntrance:50148347:463221,IDFM:StopPlaceEntrance:50148347,IDFM:463221,1,1,44.34,56,,,,,
IDFM:StopPlaceEntrance:50148347:21941,IDFM:StopPlaceEntrance:50148347,IDFM:21941,1,1,64.25,81,,,,,
IDFM:StopPlaceEntrance:50148344:21941,IDFM:StopPlaceEntrance:50148344,IDFM:21941,1,1,21.21,27,,,,,
IDFM:StopPlaceEntrance:50148344:463221,IDFM:StopPlaceEntrance:50148344,IDFM:463221,1,1,34.95,44,,,,,
IDFM:StopPlaceEntrance:50148343:463221,IDFM:StopPlaceEntrance:50148343,IDFM:463221,1,1,50.64,64,,,,,
IDFM:StopPlaceEntrance:50148343:21941,IDFM:StopPlaceEntrance:50148343,IDFM:21941,1,1,67.82,86,,,,,
IDFM:StopPlaceEntrance:50148346:463221,IDFM:StopPlaceEntrance:50148346,IDFM:463221,1,1,57.79,73,,,,,
IDFM:StopPlaceEntrance:50148346:21941,IDFM:StopPlaceEntrance:50148346,IDFM:21941,1,1,58.31,74,,,,,
IDFM:StopPlaceEntrance:50148345:21941,IDFM:StopPlaceEntrance:50148345,IDFM:21941,1,1,24.18,30,,,,,
IDFM:StopPlaceEntrance:50148345:463221,IDFM:StopPlaceEntrance:50148345,IDFM:463221,1,1,26.79,34,,,,,
IDFM:StopPlaceEntrance:50148142:22396,IDFM:StopPlaceEntrance:50148142,IDFM:22396,1,1,40.73,51,,,,,
IDFM:StopPlaceEntrance:50148142:463220,IDFM:StopPlaceEntrance:50148142,IDFM:463220,1,1,40.73,51,,,,,
IDFM:StopPlaceEntrance:50148141:22396,IDFM:StopPlaceEntrance:50148141,IDFM:22396,1,1,163.85,208,,,,,
IDFM:StopPlaceEntrance:50148141:463220,IDFM:StopPlaceEntrance:50148141,IDFM:463220,1,1,163.85,208,,,,,
IDFM:StopPlaceEntrance:50148143:22396,IDFM:StopPlaceEntrance:50148143,IDFM:22396,1,1,10.61,13,,,,,
IDFM:StopPlaceEntrance:50148143:463220,IDFM:StopPlaceEntrance:50148143,IDFM:463220,1,1,10.61,13,,,,,
IDFM:463219:StopPlaceEntrance:50148423,IDFM:463219,IDFM:StopPlaceEntrance:50148423,1,0,42.45,54,,,,,
IDFM:22062:StopPlaceEntrance:50148423,IDFM:22062,IDFM:StopPlaceEntrance:50148423,1,0,57.64,73,,,,,
IDFM:StopPlaceEntrance:50148422:22062,IDFM:StopPlaceEntrance:50148422,IDFM:22062,1,1,35.26,44,,,,,
IDFM:StopPlaceEntrance:50148422:463219,IDFM:StopPlaceEntrance:50148422,IDFM:463219,1,1,37.99,48,,,,,
IDFM:463211:StopPlaceEntrance:50148799,IDFM:463211,IDFM:StopPlaceEntrance:50148799,1,0,59.56,75,,,,,
IDFM:22187:StopPlaceEntrance:50148799,IDFM:22187,IDFM:StopPlaceEntrance:50148799,1,0,67.97,86,,,,,
IDFM:StopPlaceEntrance:50148157:463211,IDFM:StopPlaceEntrance:50148157,IDFM:463211,1,1,44.49,56,,,,,
IDFM:StopPlaceEntrance:50148157:22187,IDFM:StopPlaceEntrance:50148157,IDFM:22187,1,1,48.09,61,,,,,
IDFM:StopPlaceEntrance:50170521:monomodalStopPlace:46847,IDFM:StopPlaceEntrance:50170521,IDFM:monomodalStopPlace:46847,1,1,24.03,30,,,,,
IDFM:StopPlaceEntrance:50170481:monomodalStopPlace:46847,IDFM:StopPlaceEntrance:50170481,IDFM:monomodalStopPlace:46847,1,1,13.48,17,,,,,
IDFM:StopPlaceEntrance:50171306:472093,IDFM:StopPlaceEntrance:50171306,IDFM:472093,1,1,59.87,76,,,,,
IDFM:StopPlaceEntrance:50171306:471264,IDFM:StopPlaceEntrance:50171306,IDFM:471264,1,1,129.89,165,,,,,
IDFM:StopPlaceEntrance:50171319:472093,IDFM:StopPlaceEntrance:50171319,IDFM:472093,1,1,60.26,76,,,,,
IDFM:StopPlaceEntrance:50171319:471264,IDFM:StopPlaceEntrance:50171319,IDFM:471264,1,1,128.84,164,,,,,
IDFM:463070:StopPlaceEntrance:50147860,IDFM:463070,IDFM:StopPlaceEntrance:50147860,1,0,52.96,67,,,,,
IDFM:22028:StopPlaceEntrance:50147860,IDFM:22028,IDFM:StopPlaceEntrance:50147860,1,0,54.9,69,,,,,
IDFM:StopPlaceEntrance:50147859:463070,IDFM:StopPlaceEntrance:50147859,IDFM:463070,1,1,13.25,16,,,,,
IDFM:StopPlaceEntrance:50147859:22028,IDFM:StopPlaceEntrance:50147859,IDFM:22028,1,1,21.21,27,,,,,
IDFM:StopPlaceEntrance:50170820:monomodalStopPlace:46801,IDFM:StopPlaceEntrance:50170820,IDFM:monomodalStopPlace:46801,1,1,27.13,34,,,,,
IDFM:StopPlaceEntrance:50170176:monomodalStopPlace:58879,IDFM:StopPlaceEntrance:50170176,IDFM:monomodalStopPlace:58879,1,1,75.12,95,,,,,
IDFM:StopPlaceEntrance:50170177:monomodalStopPlace:58879,IDFM:StopPlaceEntrance:50170177,IDFM:monomodalStopPlace:58879,1,1,97.02,123,,,,,
IDFM:StopPlaceEntrance:50170718:monomodalStopPlace:58879,IDFM:StopPlaceEntrance:50170718,IDFM:monomodalStopPlace:58879,1,1,72.47,92,,,,,
IDFM:StopPlaceEntrance:50170227:monomodalStopPlace:58879,IDFM:StopPlaceEntrance:50170227,IDFM:monomodalStopPlace:58879,1,1,86.56,110,,,,,
IDFM:StopPlaceEntrance:50170621:monomodalStopPlace:58873,IDFM:StopPlaceEntrance:50170621,IDFM:monomodalStopPlace:58873,1,1,41.38,52,,,,,
IDFM:StopPlaceEntrance:50170622:monomodalStopPlace:58873,IDFM:StopPlaceEntrance:50170622,IDFM:monomodalStopPlace:58873,1,1,54.78,69,,,,,
IDFM:StopPlaceEntrance:50170640:monomodalStopPlace:58873,IDFM:StopPlaceEntrance:50170640,IDFM:monomodalStopPlace:58873,1,1,62.03,79,,,,,
IDFM:StopPlaceEntrance:50170623:monomodalStopPlace:58873,IDFM:StopPlaceEntrance:50170623,IDFM:monomodalStopPlace:58873,1,1,25.51,32,,,,,
IDFM:StopPlaceEntrance:50148535:monomodalStopPlace:58875,IDFM:StopPlaceEntrance:50148535,IDFM:monomodalStopPlace:58875,1,1,149.84,190,,,,,
IDFM:StopPlaceEntrance:50148537:monomodalStopPlace:58875,IDFM:StopPlaceEntrance:50148537,IDFM:monomodalStopPlace:58875,1,1,143.28,182,,,,,
IDFM:StopPlaceEntrance:50148536:monomodalStopPlace:58875,IDFM:StopPlaceEntrance:50148536,IDFM:monomodalStopPlace:58875,1,1,125.67,160,,,,,
IDFM:StopPlaceEntrance:50148539:monomodalStopPlace:58875,IDFM:StopPlaceEntrance:50148539,IDFM:monomodalStopPlace:58875,1,1,35.19,44,,,,,
IDFM:StopPlaceEntrance:50148538:monomodalStopPlace:58875,IDFM:StopPlaceEntrance:50148538,IDFM:monomodalStopPlace:58875,1,1,210.2,267,,,,,
IDFM:StopPlaceEntrance:50149007:monomodalStopPlace:58874,IDFM:StopPlaceEntrance:50149007,IDFM:monomodalStopPlace:58874,1,1,26.05,33,,,,,
IDFM:StopPlaceEntrance:50149008:monomodalStopPlace:58874,IDFM:StopPlaceEntrance:50149008,IDFM:monomodalStopPlace:58874,1,1,150.38,191,,,,,
IDFM:StopPlaceEntrance:50148683:monomodalStopPlace:58874,IDFM:StopPlaceEntrance:50148683,IDFM:monomodalStopPlace:58874,1,1,78.29,99,,,,,
IDFM:StopPlaceEntrance:50148081:22389,IDFM:StopPlaceEntrance:50148081,IDFM:22389,1,1,17.78,22,,,,,
IDFM:StopPlaceEntrance:50148081:463152,IDFM:StopPlaceEntrance:50148081,IDFM:463152,1,1,17.78,22,,,,,
IDFM:StopPlaceEntrance:50148080:22389,IDFM:StopPlaceEntrance:50148080,IDFM:22389,1,1,30.41,38,,,,,
IDFM:StopPlaceEntrance:50148080:463152,IDFM:StopPlaceEntrance:50148080,IDFM:463152,1,1,30.41,38,,,,,
IDFM:StopPlaceEntrance:50147736:22012,IDFM:StopPlaceEntrance:50147736,IDFM:22012,1,1,16.38,20,,,,,
IDFM:StopPlaceEntrance:50147736:462999,IDFM:StopPlaceEntrance:50147736,IDFM:462999,1,1,25.82,32,,,,,
IDFM:StopPlaceEntrance:50147735:462999,IDFM:StopPlaceEntrance:50147735,IDFM:462999,1,1,19.96,25,,,,,
IDFM:StopPlaceEntrance:50147735:22012,IDFM:StopPlaceEntrance:50147735,IDFM:22012,1,1,23.4,29,,,,,
IDFM:22012:StopPlaceEntrance:50147737,IDFM:22012,IDFM:StopPlaceEntrance:50147737,1,0,24.51,31,,,,,
IDFM:462999:StopPlaceEntrance:50147737,IDFM:462999,IDFM:StopPlaceEntrance:50147737,1,0,31.51,40,,,,,
IDFM:StopPlaceEntrance:50147992:22376,IDFM:StopPlaceEntrance:50147992,IDFM:22376,1,1,88.32,112,,,,,
IDFM:StopPlaceEntrance:50147992:463249,IDFM:StopPlaceEntrance:50147992,IDFM:463249,1,1,89.2,113,,,,,
IDFM:StopPlaceEntrance:50147992:463227,IDFM:StopPlaceEntrance:50147992,IDFM:463227,1,1,92.07,117,,,,,
IDFM:StopPlaceEntrance:50147992:22079,IDFM:StopPlaceEntrance:50147992,IDFM:22079,1,1,103.7,132,,,,,
IDFM:StopPlaceEntrance:50147991:22376,IDFM:StopPlaceEntrance:50147991,IDFM:22376,1,1,21.23,27,,,,,
IDFM:StopPlaceEntrance:50147991:463249,IDFM:StopPlaceEntrance:50147991,IDFM:463249,1,1,26.26,33,,,,,
IDFM:StopPlaceEntrance:50147991:463227,IDFM:StopPlaceEntrance:50147991,IDFM:463227,1,1,50.57,64,,,,,
IDFM:StopPlaceEntrance:50147991:22079,IDFM:StopPlaceEntrance:50147991,IDFM:22079,1,1,65.06,82,,,,,
IDFM:StopPlaceEntrance:50147994:463227,IDFM:StopPlaceEntrance:50147994,IDFM:463227,1,1,3.6,4,,,,,
IDFM:StopPlaceEntrance:50147994:22079,IDFM:StopPlaceEntrance:50147994,IDFM:22079,1,1,18.68,23,,,,,
IDFM:StopPlaceEntrance:50147994:22376,IDFM:StopPlaceEntrance:50147994,IDFM:22376,1,1,48.76,62,,,,,
IDFM:StopPlaceEntrance:50147994:463249,IDFM:StopPlaceEntrance:50147994,IDFM:463249,1,1,59.27,75,,,,,
IDFM:StopPlaceEntrance:50147993:22079,IDFM:StopPlaceEntrance:50147993,IDFM:22079,1,1,154.23,196,,,,,
IDFM:StopPlaceEntrance:50147993:463227,IDFM:StopPlaceEntrance:50147993,IDFM:463227,1,1,157.82,201,,,,,
IDFM:StopPlaceEntrance:50147993:22376,IDFM:StopPlaceEntrance:50147993,IDFM:22376,1,1,187.48,238,,,,,
IDFM:StopPlaceEntrance:50147993:463249,IDFM:StopPlaceEntrance:50147993,IDFM:463249,1,1,193.75,246,,,,,
IDFM:StopPlaceEntrance:50147990:463227,IDFM:StopPlaceEntrance:50147990,IDFM:463227,1,1,44.74,56,,,,,
IDFM:StopPlaceEntrance:50147990:22376,IDFM:StopPlaceEntrance:50147990,IDFM:22376,1,1,54.99,70,,,,,
IDFM:StopPlaceEntrance:50147990:22079,IDFM:StopPlaceEntrance:50147990,IDFM:22079,1,1,56.74,72,,,,,
IDFM:StopPlaceEntrance:50147990:463249,IDFM:StopPlaceEntrance:50147990,IDFM:463249,1,1,60.97,77,,,,,
IDFM:StopPlaceEntrance:50147989:22079,IDFM:StopPlaceEntrance:50147989,IDFM:22079,1,1,55.02,70,,,,,
IDFM:StopPlaceEntrance:50147989:463227,IDFM:StopPlaceEntrance:50147989,IDFM:463227,1,1,59.04,75,,,,,
IDFM:StopPlaceEntrance:50147989:22376,IDFM:StopPlaceEntrance:50147989,IDFM:22376,1,1,96.51,122,,,,,
IDFM:StopPlaceEntrance:50147989:463249,IDFM:StopPlaceEntrance:50147989,IDFM:463249,1,1,105.16,133,,,,,
IDFM:StopPlaceEntrance:50147988:463227,IDFM:StopPlaceEntrance:50147988,IDFM:463227,1,1,35.74,45,,,,,
IDFM:StopPlaceEntrance:50147988:22079,IDFM:StopPlaceEntrance:50147988,IDFM:22079,1,1,42.51,54,,,,,
IDFM:StopPlaceEntrance:50147988:22376,IDFM:StopPlaceEntrance:50147988,IDFM:22376,1,1,63.39,80,,,,,
IDFM:StopPlaceEntrance:50147988:463249,IDFM:StopPlaceEntrance:50147988,IDFM:463249,1,1,71.54,91,,,,,
IDFM:StopPlaceEntrance:50170122:monomodalStopPlace:46897,IDFM:StopPlaceEntrance:50170122,IDFM:monomodalStopPlace:46897,1,1,10.42,13,,,,,
IDFM:StopPlaceEntrance:50170319:monomodalStopPlace:46897,IDFM:StopPlaceEntrance:50170319,IDFM:monomodalStopPlace:46897,1,1,25.57,32,,,,,
IDFM:StopPlaceEntrance:50170109:monomodalStopPlace:46897,IDFM:StopPlaceEntrance:50170109,IDFM:monomodalStopPlace:46897,1,1,12.91,16,,,,,
IDFM:StopPlaceEntrance:50147931:463196,IDFM:StopPlaceEntrance:50147931,IDFM:463196,1,1,19.1,24,,,,,
IDFM:StopPlaceEntrance:50147931:412355,IDFM:StopPlaceEntrance:50147931,IDFM:412355,1,1,19.1,24,,,,,
IDFM:StopPlaceEntrance:50147732:22005,IDFM:StopPlaceEntrance:50147732,IDFM:22005,1,1,15.6,19,,,,,
IDFM:StopPlaceEntrance:50147732:463027,IDFM:StopPlaceEntrance:50147732,IDFM:463027,1,1,18.42,23,,,,,
IDFM:StopPlaceEntrance:50147734:22005,IDFM:StopPlaceEntrance:50147734,IDFM:22005,1,1,20.04,25,,,,,
IDFM:StopPlaceEntrance:50147734:463027,IDFM:StopPlaceEntrance:50147734,IDFM:463027,1,1,29.97,38,,,,,
IDFM:StopPlaceEntrance:50147733:22005,IDFM:StopPlaceEntrance:50147733,IDFM:22005,1,1,16.25,20,,,,,
IDFM:StopPlaceEntrance:50147733:463027,IDFM:StopPlaceEntrance:50147733,IDFM:463027,1,1,39.55,50,,,,,
IDFM:StopPlaceEntrance:50170245:monomodalStopPlace:46886,IDFM:StopPlaceEntrance:50170245,IDFM:monomodalStopPlace:46886,1,1,22.43,28,,,,,
IDFM:StopPlaceEntrance:50170317:monomodalStopPlace:46886,IDFM:StopPlaceEntrance:50170317,IDFM:monomodalStopPlace:46886,1,1,243.97,310,,,,,
IDFM:StopPlaceEntrance:50170318:monomodalStopPlace:46886,IDFM:StopPlaceEntrance:50170318,IDFM:monomodalStopPlace:46886,1,1,146.55,186,,,,,
